[34548:28880:0322/004039.355:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[34548:27372:0322/004039.610:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[34548:28880:0322/004039.742:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[34548:7068:0322/004044.497:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.501:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.504:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.509:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.096:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.098:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:13788:0322/004046.315:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[21964:8644:0322/004048.092:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-959468BCDBAF2B931A2882ED30EC5BB9 will be ignored
[34548:24440:0322/011235.432:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Clients.SubresourceLoading.HasPreviousVisitToOrigin recorded 1 samples, mean = 1.0 (flags = 0x40)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PageLoad.Clients.TPCD.CookieAccess.ThirdPartyCookieAllowMechanism3 recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: PageLoad.Clients.TPCD.ThirdPartyCookieAccessBlockedByExperiment2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Clients.ThirdParty.Origins.CookieRead2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Cpu.TotalUsage recorded 1 samples, mean = 1793.0 (flags = 0x41)
0     ... 
1738  -O                                                                        (1 = 100.0%) {0.0%}
1945  ... 

Histogram: PageLoad.Cpu.TotalUsageForegrounded recorded 1 samples, mean = 1793.0 (flags = 0x41)
0     ... 
1738  -O                                                                        (1 = 100.0%) {0.0%}
1945  ... 

Histogram: PageLoad.DocumentTiming.NavigationToDOMContentLoadedEventFired recorded 1 samples, mean = 9356.0 (flags = 0x41)
0     ... 
8385  -O                                                                        (1 = 100.0%) {0.0%}
9382  ... 

Histogram: PageLoad.DocumentTiming.NavigationToLoadEventFired recorded 1 samples, mean = 9488.0 (flags = 0x41)
0     ... 
9382  -O                                                                        (1 = 100.0%) {0.0%}
10498 ... 

Histogram: PageLoad.Experimental.NavigationTiming.FinalLoaderCallbackToNavigationCommitSent recorded 1 samples, mean = 10.0 (flags = 0x41)
0   O                                                                         (0 = 0.0%)
10  -O                                                                        (1 = 100.0%) {0.0%}
11  ... 

Histogram: PageLoad.Experimental.NavigationTiming.FinalRequestStartToFinalResponseStart recorded 1 samples, mean = 109.0 (flags = 0x41)
0    ... 
105  -O                                                                        (1 = 100.0%) {0.0%}
117  ... 

Histogram: PageLoad.Experimental.NavigationTiming.FinalResponseStartToFinalLoaderCallback recorded 1 samples, mean = 225.0 (flags = 0x41)
0    ... 
206  -O                                                                        (1 = 100.0%) {0.0%}
230  ... 

Histogram: PageLoad.Experimental.NavigationTiming.FirstRequestStartToFirstResponseStart recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
10 ... 

Histogram: PageLoad.Experimental.NavigationTiming.FirstResponseStartToFirstLoaderCallback recorded 1 samples, mean = 323.0 (flags = 0x41)
0    ... 
322  -O                                                                        (1 = 100.0%) {0.0%}
360  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFinalLoaderCallback recorded 1 samples, mean = 7737.0 (flags = 0x41)
0     ... 
7494  -O                                                                        (1 = 100.0%) {0.0%}
8385  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFinalRequestStart recorded 1 samples, mean = 7403.0 (flags = 0x41)
0     ... 
6697  -O                                                                        (1 = 100.0%) {0.0%}
7494  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFinalResponseStart recorded 1 samples, mean = 7512.0 (flags = 0x41)
0     ... 
7494  -O                                                                        (1 = 100.0%) {0.0%}
8385  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFirstLoaderCallback recorded 1 samples, mean = 6402.0 (flags = 0x41)
0     ... 
5985  -O                                                                        (1 = 100.0%) {0.0%}
6697  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFirstRequestStart recorded 1 samples, mean = 6079.0 (flags = 0x41)
0     ... 
5985  -O                                                                        (1 = 100.0%) {0.0%}
6697  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToFirstResponseStart recorded 1 samples, mean = 6079.0 (flags = 0x41)
0     ... 
5985  -O                                                                        (1 = 100.0%) {0.0%}
6697  ... 

Histogram: PageLoad.Experimental.NavigationTiming.NavigationStartToNavigationCommitSent recorded 1 samples, mean = 7747.0 (flags = 0x41)
0     ... 
7494  -O                                                                        (1 = 100.0%) {0.0%}
8385  ... 

Histogram: PageLoad.Experimental.PageTiming.CachedResourceLoadTime.style recorded 1 samples, mean = 665.0 (flags = 0x41)
0    ... 
574  -O                                                                        (1 = 100.0%) {0.0%}
729  ... 

Histogram: PageLoad.Experimental.PageTiming.CommitSentToFirstSubresourceLoadStart recorded 1 samples, mean = 665.0 (flags = 0x41)
0    ... 
632  -O                                                                        (1 = 100.0%) {0.0%}
707  ... 

Histogram: PageLoad.Experimental.PageTiming.NavigationToFirstSubresourceLoadStart recorded 1 samples, mean = 8413.0 (flags = 0x41)
0     ... 
8385  -O                                                                        (1 = 100.0%) {0.0%}
9382  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime. recorded 6 samples, mean = 53.7 (flags = 0x41)
0   ... 
25  -O                                                                        (1 = 16.7%) {0.0%}
32  -O                                                                        (1 = 16.7%) {16.7%}
41  -O                                                                        (1 = 16.7%) {33.3%}
52  --O                                                                       (2 = 33.3%) {50.0%}
66  O                                                                         (0 = 0.0%) {83.3%}
84  -O                                                                        (1 = 16.7%) {83.3%}
107 ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.document recorded 1 samples, mean = 436.0 (flags = 0x41)
0    ... 
356  -O                                                                        (1 = 100.0%) {0.0%}
452  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.font recorded 5 samples, mean = 148.4 (flags = 0x41)
0    ... 
8    -O                                                                        (1 = 20.0%) {0.0%}
10   ... 
16   ---O                                                                      (3 = 60.0%) {20.0%}
20   ... 
574  -O                                                                        (1 = 20.0%) {80.0%}
729  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.image recorded 2 samples, mean = 35.0 (flags = 0x41)
0   ... 
10  -O                                                                        (1 = 50.0%) {0.0%}
13  ... 
52  -O                                                                        (1 = 50.0%) {50.0%}
66  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.manifest recorded 1 samples, mean = 71.0 (flags = 0x41)
0   ... 
66  -O                                                                        (1 = 100.0%) {0.0%}
84  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.script recorded 25 samples, mean = 415.6 (flags = 0x41)
0    ... 
8    -O                                                                        (1 = 4.0%) {0.0%}
10   --O                                                                       (2 = 8.0%) {4.0%}
13   -O                                                                        (1 = 4.0%) {12.0%}
16   O                                                                         (0 = 0.0%) {16.0%}
20   -O                                                                        (1 = 4.0%) {16.0%}
25   ... 
356  -----------O                                                              (11 = 44.0%) {20.0%}
452  O                                                                         (0 = 0.0%) {64.0%}
574  ---------O                                                                (9 = 36.0%) {64.0%}
729  ... 

Histogram: PageLoad.Experimental.PageTiming.ResourceLoadTime.style recorded 7 samples, mean = 679.7 (flags = 0x41)
0    ... 
574  -------O                                                                  (7 = 100.0%) {0.0%}
729  ... 

Histogram: PageLoad.Experimental.PageVisitFinalStatus recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: PageLoad.Experimental.PageVisitType2 recorded 1 samples, mean = 6.0 (flags = 0x41)
0  ... 
6  -O                                                                        (1 = 100.0%) {0.0%}
7  ... 

Histogram: PageLoad.Experimental.PaintTiming.FirstEligibleToPaintToFirstPaint recorded 1 samples, mean = 659.0 (flags = 0x41)
0    ... 
632  -O                                                                        (1 = 100.0%) {0.0%}
707  ... 

Histogram: PageLoad.Experimental.TotalForegroundDuration recorded 1 samples, mean = 12586739.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.Experimental.TotalForegroundDuration.AllVisit recorded 1 samples, mean = 12586741.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.Experimental.TotalForegroundDuration.IndependentUIVisit recorded 1 samples, mean = 12586741.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.Expermental.SoftNavigations.Count recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.PageLoadTimingStatus recorded 13 samples, mean = 0.0 (flags = 0x41)
0  -------------O                                                            (13 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.PageLoadTimingStatus.AtTimingCallbackDispatch recorded 3 samples, mean = 0.0 (flags = 0x41)
0  ---O                                                                      (3 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.PageType recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.SuppressedEventsBeforeMissingFirstPaint recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.SuppressedEventsCountBeforePaint3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.SuppressedEventsTimingBeforePaint3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.Internal.SuppressedInteractionsCountBeforePaint3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.LayoutInstability.CumulativeShiftScore recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.LayoutInstability.CumulativeShiftScore.MainFrame recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.LayoutInstability.MaxCumulativeShiftScore.SessionWindow.Gap1000ms.Max5000ms recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.LayoutInstability.MaxCumulativeShiftScore.SessionWindow.Gap1000ms.Max5000ms2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PageLoad.PageTiming.ForegroundDuration recorded 1 samples, mean = 12586737.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.PageTiming.ForegroundDuration.AfterPaint recorded 1 samples, mean = 12576932.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.PageTiming.ForegroundDuration.NoCommit recorded 1 samples, mean = 126.0 (flags = 0x41)
0    ... 
120  -O                                                                        (1 = 100.0%) {0.0%}
137  ... 

Histogram: PageLoad.PageTiming.ForegroundDuration.WithPaint recorded 1 samples, mean = 12586737.0 (flags = 0x41)
0        ... 
3600000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: PageLoad.PaintTiming.NavigationToFirstPaint recorded 1 samples, mean = 9805.0 (flags = 0x41)
0     ... 
9382  -O                                                                        (1 = 100.0%) {0.0%}
10498 ... 

Histogram: PageLoad.ParseTiming.NavigationToParseStart recorded 1 samples, mean = 7764.0 (flags = 0x41)
0     ... 
7494  -O                                                                        (1 = 100.0%) {0.0%}
8385  ... 

Histogram: PageLoad.ParseTiming.NavigationToParseStart.LoadType.NewNavigation recorded 1 samples, mean = 7764.0 (flags = 0x41)
0     ... 
7494  -O                                                                        (1 = 100.0%) {0.0%}
8385  ... 

Histogram: PageLoad.ParseTiming.ParseBlockedOnScriptExecution recorded 1 samples, mean = 14.0 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 100.0%) {0.0%}
15  ... 

Histogram: PageLoad.ParseTiming.ParseBlockedOnScriptExecutionFromDocumentWrite recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
10 ... 

Histogram: PageLoad.ParseTiming.ParseBlockedOnScriptLoad recorded 1 samples, mean = 1366.0 (flags = 0x41)
0     ... 
1240  -O                                                                        (1 = 100.0%) {0.0%}
1388  ... 

Histogram: PaintHolding.CommitTrigger2 recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: PasswordManager.AccountStore.BlacklistedSitesHiRes3.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.InaccessiblePasswords3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.LoginDatabaseEncryptionStatus recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.PasswordNotes.CountCredentialsWithNonEmptyNotes2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.ByType.AutoGenerated.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.ByType.Overall recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.ByType.Overall.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.ByType.ReceivedViaSharing.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.ByType.UserCreated.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.WithScheme.Android recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.WithScheme.Ftp recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.WithScheme.Http recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.WithScheme.Https recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AccountStore.TotalAccountsHiRes3.WithScheme.Other recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.AffiliationDatabase.DatabaseSize recorded 1 samples, mean = 52.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1000... 

Histogram: PasswordManager.BiometricAuthBeforeFillingEnabled2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.BubbleSuppression.AccountsInStatisticsTable2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.CompromisedCredentials3.CountLeaked recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.CompromisedCredentials3.CountPhished recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.CredentialsWithDuplicates3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.CredentialsWithMismatchedDuplicates3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.EnableState recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.GetAllLogins.TimeSinceInit recorded 4 samples, mean = 30037.2 (flags = 0x41)
0      ... 
26495  ----O                                                                     (4 = 100.0%) {0.0%}
33665  ... 

Histogram: PasswordManager.GetAutofillableLogins.TimeSinceInit recorded 2 samples, mean = 7949.5 (flags = 0x41)
0     ... 
6296  --O                                                                       (2 = 100.0%) {0.0%}
8000  ... 

Histogram: PasswordManager.LoginDatabaseInit2 recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: PasswordManager.OnEncryptorReceived.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStore.InitTime recorded 2 samples, mean = 4682.5 (flags = 0x41)
0     ... 
4222  --O                                                                       (2 = 100.0%) {0.0%}
5017  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAllLoginsAsync recorded 8 samples, mean = 1.0 (flags = 0x41)
0  ----O                                                                     (4 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  ----O                                                                     (4 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAllLoginsAsync.Latency recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAllLoginsAsync.Success recorded 4 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ----O                                                                     (4 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync recorded 4 samples, mean = 1.0 (flags = 0x41)
0  --O                                                                       (2 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  --O                                                                       (2 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync.Latency recorded 2 samples, mean = 325.0 (flags = 0x41)
0    ... 
280  --O                                                                       (2 = 100.0%) {0.0%}
356  ... 

Histogram: PasswordManager.PasswordStoreBackend.GetAutofillableLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync recorded 8 samples, mean = 1.0 (flags = 0x41)
0  ----O                                                                     (4 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  ----O                                                                     (4 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync.Latency recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAllLoginsAsync.Success recorded 4 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ----O                                                                     (4 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync recorded 4 samples, mean = 1.0 (flags = 0x41)
0  --O                                                                       (2 = 50.0%)
1  O                                                                         (0 = 0.0%) {50.0%}
2  --O                                                                       (2 = 50.0%) {50.0%}
3  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync.Latency recorded 2 samples, mean = 325.0 (flags = 0x41)
0    ... 
280  --O                                                                       (2 = 100.0%) {0.0%}
356  ... 

Histogram: PasswordManager.PasswordStoreBuiltInBackend.GetAutofillableLoginsAsync.Success recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PasswordManager.ProfileStore.BlacklistedSitesHiRes3.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.InaccessiblePasswords3 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.LoginDatabaseEncryptionStatus recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.PasswordNotes.CountCredentialsWithNonEmptyNotes2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.ByType.AutoGenerated.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.ByType.Overall recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.ByType.Overall.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.ByType.ReceivedViaSharing.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.ByType.UserCreated.WithoutCustomPassphrase recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.WithScheme.Android recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.WithScheme.Ftp recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.WithScheme.Http recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.WithScheme.Https recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.ProfileStore.TotalAccountsHiRes3.WithScheme.Other recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.SavedGaiaPasswordHashCount2 recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: PasswordManager.SyncMetadataReadError2 recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: PasswordManager.SyncingAccountState3 recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: PaymentRequest.IsCanMakePaymentAllowedByPref.Startup recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.All recorded 413 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (413 = 100.0%)
1  ... 

Histogram: PerformanceManager.LoadingNotQuiescentPageCount.Hidden recorded 413 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (413 = 100.0%)
1  ... 

